YORF	NAME	GWEIGHT	Cell-cycle Alpha-Factor 1	Cell-cycle Alpha-Factor 2	Cell-cycle Alpha-Factor 3	Cell-cycle Alpha-Factor 4	Cell-cycle Alpha-Factor 5	Cell-cycle Alpha-Factor 6	Cell-cycle Alpha-Factor 7	Cell-cycle Alpha-Factor 8	Cell-cycle Alpha-Factor 9	Cell-cycle Alpha-Factor 10	Cell-cycle Alpha-Factor 11	Cell-cycle Alpha-Factor 12	Cell-cycle Alpha-Factor 13	Cell-cycle Alpha-Factor 14	Cell-cycle Alpha-Factor 15	Cell-cycle Alpha-Factor 16	Cell-cycle Alpha-Factor 17	Cell-cycle Alpha-Factor 18	Cell-cycle cdc15 10m	Cell-cycle cdc15 30m	Cell-cycle cdc15 50m	Cell-cycle cdc15 70m	Cell-cycle cdc15 80m	Cell-cycle cdc15 90m	Cell-cycle cdc15 100m	Cell-cycle cdc15 110m	Cell-cycle cdc15 120m	Cell-cycle cdc15 120m	Cell-cycle cdc15 130m	Cell-cycle cdc15 140m	Cell-cycle cdc15 150m	Cell-cycle cdc15 160m	Cell-cycle cdc15 160m	Cell-cycle cdc15 170m	Cell-cycle cdc15 180m	Cell-cycle cdc15 190m	Cell-cycle cdc15 200m	Cell-cycle cdc15 210m	Cell-cycle cdc15 220m	Cell-cycle cdc15 240m	Cell-cycle cdc15 250m	Cell-cycle cdc15 270m	Cell-cycle cdc15 290m	Cell-cycle Elutriation 0.0hrs	Cell-cycle Elutriation 0.5hrs	Cell-cycle Elutriation 1.0hrs	Cell-cycle Elutriation 1.5hrs	Cell-cycle Elutriation 2.0hrs	Cell-cycle Elutriation 2.5hrs	Cell-cycle Elutriation 3.0hrs	Cell-cycle Elutriation 3.5hrs	Cell-cycle Elutriation 4.0hrs	Cell-cycle Elutriation 4.5hrs	Cell-cycle Elutriation 5.0hrs	Cell-cycle Elutriation 5.5hrs	Cell-cycle Elutriation 6.0hrs	Cell-cycle Elutriation 6.5hrs	Cell-cycle CLN3 induction 30m	Cell-cycle CLN3 induction 40m	Cell-cycle CLB5 induction 40m	Sporulation 0	Sporulation 30m	Sporulation 2h	Sporulation 5h	Sporulation 7h	Sporulation 9h	Sporulation 11h	Sporulation 2h (v. 5h)	Sporulation 7h (v. 5h)	Sporulation 11h (v. 5h)	Sporulation ndt80- Early	Sporulation ndt80- Middle	Sporulation ndt80over	Diauxic Shift 19.0g/L	Diauxic Shift 18.7g/L	Diauxic Shift 17.6g/L	Diauxic Shift 14.0g/L	Diauxic Shift 7.5g/L	Diauxic Shift 0.2g/L	Diauxic Shift 0g/L
YNL032W	YNL032W   SIW14     cell cycle                    tyrosine phosphatase                         S0004977	1	-0.71	-0.49	-0.89	-0.43	-0.04	-0.18	-0.25	-0.47	-0.32	-0.64	-0.38	-0.38	-0.03	-0.54	-0.07	-0.36	-0.49	-0.43	-0.30	 0.52	-0.15	-0.09	-0.38	-0.54	-0.45	 0.01	-0.47	-0.17	 0.16	-0.29	 0.06	-0.38	-0.74	 0.04	-0.69	-0.10	 0.01	-0.62	-0.32	-0.07	-0.06	-0.01	 0.19	-0.20	-0.79	-0.69	-0.54	-0.25	 0.00	 0.03	 0.07	 0.00	 0.20	 0.01	-0.01	 0.00	-0.43	-0.06	 0.62	 0.14	-0.15		-0.27	-0.07	 0.11	 0.11	-0.07	-0.15	-0.04	-0.18	-0.22	-0.09	-0.12	-0.10	-0.18	-0.07	-0.40	-0.15	-0.01	-0.51
YNL105W	YNL105W             unknown                       unknown                                      S0005049	1	 0.74		-0.54	-0.47	-0.62	-0.17	-0.30	-0.49	-0.34	-0.17	-0.36	-0.34	-0.18	-0.56	-0.56	-0.25	-0.23	-0.07	-0.76	-0.14	-0.23	-0.23	-0.23	-0.23	-0.20	 0.07	-0.32	-0.34	 0.07	-0.07	-0.17	-0.12	-0.23	-0.43	-0.04	-0.36	-0.64	-0.58	 0.07	 0.15	-0.22	-0.29	-0.36	-0.47	-0.22	 0.21	-0.36	-0.20	-0.58	-0.30	-0.20	-0.29	-0.18	 0.00	-0.22	-0.40	-0.15	 0.88	 0.92	-0.60	-0.29	 0.96	-0.27	 0.39	-0.22	-0.29	-0.32	-0.67	-1.22	-0.67	 1.24	 1.10	-0.62	-0.22	 0.31	-0.30	-0.14	-0.40	 0.56	-0.10
YHR038W	YHR038W   KIM4      diepoxybutane and mitomycin C unknown                                      S0001080	1	 0.14	-0.25	 0.14	 0.29	 0.16	-0.29	-0.15	-0.29	-0.27	-0.40	-0.23	-0.10	-0.01	-0.40	-0.42	-0.54	-0.04	-0.32	-0.04	 0.20	-0.03	-0.07	-0.23	 0.03	 0.03	 0.23	 0.23	 0.38	 0.52	 0.12	 0.45	-0.01	-0.76	 0.23	-0.27	 0.04	 0.25	 0.16	-0.29	 0.32	 0.39	 0.42	 0.54	 0.04	-0.17	-0.30	-0.38	-0.38	-0.51	-0.32	-0.17	-0.22	-0.45	 0.12	-0.25	-0.14	-0.45	-0.01	 0.11	-0.38	-0.34	-0.84	-0.25	-0.71	-0.94	-1.06	-0.58	 0.34	-0.49	-0.69	-0.94	-1.25	-0.45	-0.32	 0.01	 0.18	-0.34	-0.15	 0.73	 0.06
YKL095W	YKL095W   YJU2      unknown                       unknown                                      S0001578	1	 0.15	 0.15	-0.15	-0.36	-0.12	-0.15	 0.03	 0.42	-0.20	-0.14	-0.40	-0.04	-0.18	-0.38	-0.15	-0.04	 0.03	-0.12	 0.75	 0.52	-0.03	-0.10	-0.49	-0.86	 0.08	 0.10	-0.38	-0.56	-0.20	-0.29	-0.43	-0.60	-0.92	-0.12	 0.16	-0.22	-0.12	-0.36	-0.47	-0.47	 0.19	 0.11	 0.25	-0.40	-0.58	-0.51	-0.09	-0.18	-0.25	-0.49	 0.10	 0.10	 0.11	-0.29	-0.09	 0.14	 0.30	-0.43	 0.59	-0.86	-0.47	 0.19	-0.10	-0.47	-0.62	-0.43	-0.04	 0.08	-0.89	-0.23		-0.79	-0.62	-0.10	-0.14	 0.24	-0.27	-0.51	 0.01	 0.10
YBR150C	YBR150C             unknown                       unknown; similar to transcription factors, haS0000354	1	-0.36	 0.53	-0.06	-0.32	-0.23	-0.23	-0.27	-0.36	-0.34	-0.38	-0.36	-0.32	-0.49	-0.54	-0.06	-0.17	 0.14	 0.19	-0.60	-0.17	-0.17	-0.43	 0.80	-0.58	 1.05	-0.29	 0.15	 0.11	-0.58	 0.03	 0.24	-0.03	-0.74	 0.10	 0.26	-0.29	 0.48	-0.30	 0.86	 1.77	-0.62	-0.51	-0.69	 0.06	-0.25	-0.34	-0.36	-0.54	-0.25	-0.27	-0.32	-0.06	-0.27	-0.34	-0.18	-0.06	-0.40	 0.10	 0.03	 0.16	-0.07	-0.86	-1.06	-1.22	-1.03	-0.23	 0.21	 0.00	-0.04	 0.55	-0.89	-1.03	-0.56	-0.12	-0.29	-0.18	-0.25	-0.17	 0.04	 0.21
YGR059W	YGR059W   SPR3      sporulation                   septin                                       S0003291	1	-0.20	 0.00	 0.00	-0.03	-0.54	 0.21	-0.20	 0.08	-0.15	 0.04	-0.29	 0.21	 0.14	-0.34	-0.51	 0.01	-0.42	 0.21	-0.69	-0.01	-0.38	-0.92	 0.46	-0.71	 0.68	-0.81	 0.53	 0.10	-0.47	 0.07	-0.45	 0.56	-1.12	 0.26	 1.36	-0.56	 0.76	-0.03	 0.32	 1.43	 0.04	-1.12	-1.03	-0.25	-0.43	-0.23	-0.09	-0.27	-0.45	-0.29	-0.27	-0.40	-0.40	-0.07	-0.49	-0.92	-0.18	-0.12	 0.82	-0.23	-0.18	-0.29	-0.27	 3.95	 4.88	 4.78	 5.42	-5.06	 1.38	 0.58		 3.45	 5.52	-0.58	-0.62	 0.04		-0.67	 0.63	 0.14
YBR223C	YBR223C             unknown                       unknown                                      S0000427	1	 0.73	 0.26	 0.19	-0.40	-0.23	-0.47	-0.25	 0.25	-0.15	 0.43	-0.45	 0.01	-0.40	-0.54	-0.40	 0.15	-0.49	 0.91	-0.15	-0.10	-0.10	-0.54	-0.49	-0.32	-0.60	-0.22	-0.49	-0.40	-0.09	-0.62	-0.45	-0.17	-0.54	-0.42	-0.10	-0.32	-0.06	-0.76	-0.38	 0.12	 0.01	 0.01	-0.14	-0.10	-0.45	-0.43	-0.47	-0.29	-0.15	-0.47	-0.09	 0.24	 0.01	-0.17	-0.14	-0.09	-0.22	-0.04	 0.61	 0.01	-0.04	 0.42	-0.22	-0.40	-0.62	-0.29	-0.18	-0.20	-0.69	-0.49	 0.14	 0.14	-0.18	-0.92	-0.54	-0.07	-0.54	-0.56	 0.38	-0.01
YHL007C	YHL007C   STE20     signaling, pheromone and pseudserine-threonine protein kinase              S0000999	1	-0.10	-0.32	-0.36	 0.10	-0.49	 0.15	-0.15	 0.04	-0.22	 0.32	-0.01	 0.07	-0.22	-0.10	-0.36	-0.03	-0.38	 0.10	 0.21	 0.20	-0.20	 0.19	-0.01	-0.34	-0.20	 0.15	-0.40	 0.90	-0.03	 0.21	-0.23	-0.15	-0.49	 0.25	-0.09	 0.06	-0.25	-0.27	 0.34	 0.50	-0.27	-0.42	-0.32	-0.81	 0.23	 0.07	 0.90	 0.37	 0.41	 0.28	 0.41	 0.15	 0.46	 0.18	 0.24	 0.24	 0.32	-0.03	 0.58	 0.06	 0.11	-0.81	-0.40	-0.71	-0.84	-0.49	-0.32	-0.15	-0.62	 1.08	-1.00	-1.32	-1.12	 0.07	-0.34	 0.10	-0.45	-0.71	-0.12	-0.69
YOR043W	YOR043W   WHI2      cell size                     unknown                                      S0005569	1	-0.10	-0.40	-0.23	-0.40	-0.04	 0.19	 0.03	 0.06	-0.14	-0.20	-0.17	-0.23	-0.17	-0.25	-0.10	-0.06	-0.18	 0.10	 0.25	 0.29	 0.08	 0.11	 0.12	 0.39	-0.04	 0.29	-0.01	 0.12	 0.34	-0.07	 0.53	-0.27	 0.07	 0.06	-0.51	 0.30	 0.03	 0.28	-0.49	-0.10	 0.34	 0.20	 0.06	 0.84	-0.06	-0.12	-0.15	 0.44	 0.11	 0.14	 0.07	-0.20	 0.03	-0.06	-0.38	-0.40	-0.32	-0.20	-0.25	-0.09	 0.10	-0.06	-0.42		-1.12	-0.84	-0.76	 0.53	-0.18	-0.47	-0.32	-1.22	-0.62	-0.03	 0.19	-0.18	-0.74	-0.51	-0.67	-0.12
YJL189W	YJL189W   RPL39     protein synthesis             ribosomal protein L39                        S0003725	1	-0.29	 0.00	-0.25	 0.04	-0.17	 0.06	-0.15	 0.30	-0.01	-0.09	 0.10	-0.17	 0.00	 0.01	 0.24	 0.12	 0.16	-0.23	 0.04	 0.25	 0.46	 0.43	 0.66	 0.58	-0.07	 0.57	 0.07	 0.42	 0.58	-0.03	 0.51	-0.09	 0.61	 0.52	-0.15	 0.20	-0.49	 0.53	-0.12	 0.36	 0.58	 0.08	 1.07	 0.14	-0.14	 0.21	 0.48	 0.23	 0.25	 0.06	-0.25	-0.23	-0.36	 0.24	-0.54	-0.60	-0.58	-0.45	 2.01	 0.28	-0.32	-1.94	-1.25	-1.60	-1.84	-1.51	-0.97	-0.20	-0.23	 0.89	-2.25	-2.56	-0.22	 0.00	-0.56	-0.36	-0.58	-0.36	-1.64	-2.06
YGL028C	YGL028C             unknown                       unknown                                      S0002996	1	 0.90	-2.06	-2.56	-2.84	-2.18	-2.94	-2.74	-2.94	-2.74	-1.64	-0.34	 0.26	 0.08	-0.74	-0.76	-1.18	-1.51	-2.06	-0.81	 1.66	-0.94	-2.32	-2.47	-2.40	-2.47	-2.74	-1.25	-0.92	 1.38	 1.34	 1.44	 0.41	 1.70	 0.20	-0.45	-1.64	-0.49	-1.89	-1.43	 1.50	 1.14	 1.18	 0.69	-0.79	-1.12	-1.25	-1.94	-1.74	-1.79	-1.79	-1.29	-0.94	-0.03	 0.20	 1.10	 1.21	 1.35	 1.03	 0.82	-0.51	-0.54	 0.21	 0.23	-0.58	-0.81	-0.69	-0.97	 0.74	-0.40	-0.79	-0.36	-1.60	-1.94	 0.19	 0.12	 0.52	-0.27	-0.67	-0.92	-1.43
YDR478W	YDR478W   SNM1      rRNA processing               RNase MRP component                          S0002886	1	-0.49	-0.18	-0.47	-0.07	-0.74	 0.06	-0.49	-0.01	-0.07	 0.15	-0.27	-0.29	-0.07	 0.14	-0.38	-0.34	-0.40	-0.25	 0.00	 0.14	 0.01	-0.22	 0.51	-0.64	 0.20	 0.25	 0.71	 0.63	-0.01	 0.48	 0.12	 0.54	-0.45	 0.30	 0.45	-0.36	 0.68	-0.20	 0.75	 1.08	-0.49	-0.15	-0.84	 0.21	-0.06	-0.17	-0.84	-0.49	-0.23	-0.09	-0.27	-0.36	-0.23	-0.04	-0.07	-0.32	-0.03	-0.71	-1.06	-0.42	 0.01	-0.40	-0.34	-0.18	 0.12	 0.33	 0.36	-0.40	 0.24	 0.07	-0.12	 0.06	 0.16	-0.06	-0.04	 0.38	-0.12	-0.36	 0.37	-0.15
YOL012C	YOL012C   HTA3      chromatin structure           histone-related                              S0005372	1	-1.60	-1.15	-1.36	-1.03	-0.30	 0.49	 0.33	-0.04	-0.38	-0.84	-0.94	-1.12	-0.32	-0.42	 0.34	-0.10	 0.20	-0.04		-0.12	-0.07	-0.62		-0.60		-0.32			 0.28		 0.75			-0.36	 0.51	-1.22	 0.63	-0.56	 0.65		-0.56	-0.07	-0.36	 0.15	-0.64	-0.71	-1.22	-0.79	-0.07	 0.11	 0.62	 0.16	 0.06	 0.11	 0.21	 0.00	-0.42	 1.12	 0.90	-0.89	-0.51	-0.58	 0.34	 0.71	 1.37	 0.88	 0.82	-0.71	 0.32	-0.18	 1.02	 0.70	-0.47	-0.30	-0.56	-0.17	-0.51	-0.30	-0.86	-0.92
YLR462W	YLR462W             unknown                       unknown                                      S0004454	1	-0.84	 0.04	 0.86	 0.96	-0.23	-0.14	-0.47	-0.49	-0.27	 0.20	 0.71	 1.02	 0.28	-0.22	-0.32	-0.22	-0.47	-0.12	 0.00	 0.58	-0.47	-0.79	-0.84	-0.92	-0.97	-0.18	-0.32	-0.40	 1.06	 0.73	 0.66	 0.28	 0.74	 0.03	-0.67	-0.81	-1.56	-1.03	-0.92	 0.25	 0.07	-0.22	-0.64	-1.03	-0.23	 0.30	-0.15	 0.07	 0.37	 0.14	 0.14	 0.03	 0.24	 0.19	 0.03	-0.25	 0.33	 1.32	 0.73	-0.29	-0.07	 0.31	 0.56	 0.04	-0.04	-0.40	-0.25	 0.21	-0.36	 0.38	 1.39	 0.71	-0.54	-0.01	 0.03	 0.08	 0.08	-0.47	-0.29	-0.07
YMR085W	YMR085W             unknown                       unknown                                      S0004690	1																																																										 0.29	 1.78																					
YNL106C	YNL106C   INP52     endocytosis (putative)        inositol polyphosphate 5-phosphatase         S0005050	1	 0.36	-0.32	-0.38	-0.23	-0.30	-0.36	-0.29	-0.49	-0.38	-0.07	 0.06	-0.07	-0.40	-0.25	-0.34	-0.20		-0.38	-0.12	 0.31	-1.06	 0.82	 0.43	-0.06	 0.87	 0.66	 0.58	 0.28	-0.17	-0.20	 0.20	-0.45	-1.47	 0.78	 0.82	-0.45	 0.25	 0.44	 0.10	 0.76	-0.69	 0.65	 0.19	-0.49	 0.11	-0.97	 0.32	-0.22	-0.07	-0.06	 0.25	 0.12	 0.26	-0.29	 0.24	-0.22	 0.14	 0.54	 1.32	-0.07	-0.10	 0.62	 0.37	 0.58	-0.03	-0.27	-0.30	-0.38	-0.60	-0.97	 0.79	 0.85	-0.25	-0.01	-0.01	-0.06	 0.03	-0.06	 0.25	 0.26
YMR158W	YMR158W             unknown                       unknown; similar E. coli ribosomal protein S8S0004767	1	 0.03	 0.15	-0.07	 0.06	-0.18		 0.10	 0.06	 0.12	-0.15	-0.18	-0.14	 0.20	-0.36	-0.34	-0.09	-0.43	-0.25	-0.06	-0.09	-0.12	-0.49	-0.17	-0.23	-0.01	 0.40	 0.26	 1.10	 0.18	 0.01	 0.56	-0.67	-0.54	 0.59	 0.58	 0.08	 0.72	 0.34	 0.30	 0.73	 0.77	 0.29	 0.98	 0.08	-0.30	-0.01	 0.18	 0.11	 0.03	 0.00	-0.14	-0.30	-0.06	 0.21	-0.34	-0.22	-0.07	-0.30	-0.06	-0.23	-0.27	-1.09	-0.81	-0.64	-0.67	-0.49	-0.45	-0.07	-0.22	 0.67	-1.69	-1.22	 0.19	-0.23	-0.14	 0.16	 0.00	 0.10	 1.07	 0.06
YML054C	YML054C   CYB2      lactate utilization           cytochrome b2                                S0004518	1	-0.36	-0.47	 0.07	-0.49	-0.06	-0.45	-0.03	-0.45	-0.20	-0.25	-0.58	-0.45	-0.36	-0.54	-0.22	-0.32	-0.07	-0.49	-0.27	-0.27	-0.49	 0.10	 0.03	 0.28	 0.33	 0.56	 0.19	 0.92	 0.86	 0.14	 0.06	-0.01	-0.01	 0.50	 0.70	 0.69	-0.42	 0.68	 0.49	 1.10	 1.85	 1.77	 2.19	 1.58	 0.30	 0.34	-0.36	-1.36	-1.32	-1.32	-0.69	-0.01	-0.86	-1.15	 0.04	-0.04	-0.30	 0.18	-0.32	 0.24	-0.40	 0.67	-0.20	-1.18	-1.69	-2.18	-2.40	 1.14	-0.76	-1.56	-1.29	-1.47	-0.92	-0.58	-0.09	 0.43	-0.12	-0.04	 2.31	 2.89
YHR039C	YHR039C             unknown                       unknown; similar to aldehyde dehydrogenases  S0001081	1	-0.30	-0.81	-0.62	-0.45	-0.49	-0.47	-0.18	-0.71	-0.42	-0.15	-0.09	 0.00	-0.04	-0.47	-0.29	-0.47	-0.45	-0.51	-0.74	 0.07	-0.10	-0.38	-0.12	 0.01	 0.00	 0.08	 0.11	-0.60	 0.80	 0.76	 0.86	 0.52	 1.20	 0.21	-0.04	-0.12	-1.18	-0.18	 0.03	 0.59	 0.26	-0.09	-0.27	-1.06	-0.10	 0.15	 0.38	-0.01	-0.12	-0.22	 0.19	-0.07	 0.03	-0.07	 0.06	 0.07	 0.48	-0.40	-0.58	-0.74	-0.62	-0.23	-0.40	-0.34	-0.34	 0.00	-0.17	 0.16	-0.15	-0.14	-0.40	-0.89	-0.49	-0.20	-0.06	 0.10	-0.25	-0.20	-0.54	-0.60
YPR023C	YPR023C             unknown                       unknown                                      S0006227	1	-0.32	 0.10	-0.36	-0.18	-0.60	-0.01	-0.06		-0.15	 0.06	-0.43	-0.12	-0.23	-0.58	-0.40	-0.30	-0.27	-0.04	-0.14	 0.01	-0.18	-0.36	-0.25	-0.23	-0.14	-0.10	 0.04	 0.31	-0.03	-0.51	-0.17	-0.32	-0.09	-0.14	-0.25	-0.29	-0.22	-0.17	 0.25	 0.18	-0.07	-0.09	-0.15	 0.37	 0.29	 0.07	 0.04	-0.14	-0.07	 0.08	 0.58	 0.37	 0.33	 0.33	 0.37	-0.10	 0.32	 0.01	-0.18	-0.38	 0.15	 0.31	-0.10		-1.47	-1.32	-1.12	 1.00	-0.49	-0.15	-0.67	-0.84	-0.94	-0.15	-0.22	-0.30	-0.25	-0.38	 0.41	 0.46
YKL169C	YKL169C             unknown                       unknown                                      S0001652	1	 0.10	 0.06	 0.10	 0.03	 0.15	 0.11	 0.10	 0.03	-0.18	-0.17	-0.27	-0.30	-0.09	-0.36	-0.14	-0.32	 0.20	-0.38	 0.33	-0.01	 0.04	-0.23	-0.17	-0.01	-0.14	 0.56	 0.16	 1.31	 0.89	 0.41	 0.71	 0.21	-0.27	 0.66	 0.48	 0.53	 0.21	 0.85	 0.52	 0.60	 0.92	 1.04	 1.06	 0.79	 0.08	 0.12	-0.03	-0.03	-0.20	 0.01	 0.01	-0.03	-0.20	 0.04	 0.04	-0.29	-0.03	-0.17	 0.26	-0.32	-0.43	-0.92	-0.58	-0.97	-0.14	-0.18	-0.49	 0.14	 0.67	 0.07	-1.12	-1.79	 0.04	-0.25	-0.34	 0.00	 0.18	 0.23	 0.92	 0.23
YDR479C	YDR479C             unknown                       unknown                                      S0002887	1	 0.21	 0.32	 0.41	-0.12	 0.11	-0.03	-0.25	 0.12	 0.24	-0.30		 0.14	-0.04	-0.17	-0.07	 0.38	-0.34	-0.36	 0.03	-0.12	 0.12	-0.01	-0.06	 0.14	-0.06	 0.12	 0.01	 0.16	 0.00	-0.43	 0.11	 0.04	-0.15	 0.00	-0.49	 0.07	-0.43	 0.14	-0.07	-0.25	 0.21	 0.10	 0.23	 0.42	-0.45		-0.23	-0.49	-0.67	-0.32	-0.01	-0.30	-0.23	-0.18	-0.09	-0.15	-0.03	 0.06		 0.32	-0.06	 0.16	-0.30	-0.23	 0.81	 0.92	 1.07	-0.27	 0.89	 0.86	 0.03	-0.09	 1.04	 0.07	 0.21	 0.44	-0.07	-0.20	 0.89	 0.62
YNR065C	YNR065C             unknown                       unknown; similar to Pep1p                    S0005348	1																				-0.12	-0.07	-0.62		-0.60		-0.32			 0.28		 0.75			-0.36	 0.51	-1.22	 0.63	-0.56	 0.65		-0.56	-0.07	-0.36															-0.04	 0.53		-0.47	 0.24	-0.07	-0.42	-0.71	-0.51	-0.40	 0.15	-0.45	-0.42	-0.20	-0.62	-0.79	-0.09	-0.14	-0.03	-0.04	-0.06	-0.14	-0.04
YLR463C	YLR463C             unknown                       unknown; similar to other subtelomerically-coS0004455	1	-0.62	-0.18	 1.53	 1.01	 0.06	-0.12	-0.49	-0.32	-0.12	 0.15	 1.01	 1.06	 0.20	-0.04	-0.07	-0.01	-0.69	-0.17	 0.03	 0.43	-0.51	-0.69	-1.00	-0.81	-0.92	-0.03	-0.03	-0.79	 1.12	 0.68	 0.63	-0.43	 0.58	-0.07	-1.00	-0.71	-1.12	-0.89	-0.86	-0.58	 0.11	-0.25	-0.62	-1.12	-0.45	-0.18	-0.06	 0.23	 0.21	 0.28	 0.12	 0.01	 0.06	-0.32	 0.12	-0.30	 0.30	 0.87		 0.08	-0.03	 0.11	 0.78	-0.10	-0.09	-0.47	-0.42	 0.08	-0.32	-0.30	 1.23	 0.40	-0.30	 0.36	 0.10	 0.43	 0.23	-0.49	-0.27	 0.44
YMR159C	YMR159C   SAP18     unknown                       unknown; similar to human Sin3 complex componS0004769	1		 0.07	-0.15	-0.23	 0.00	-0.04	-0.03	-0.04	-0.20	 0.14	-0.34	-0.12	-0.27	-0.30	-0.47	-0.49	-0.69	-0.25																										 0.25	-0.34	 0.01	-0.64	-0.27	-0.29	-0.30	-0.74	-0.20	-0.47	-0.14	-0.49	-0.45	-0.27	-0.64	 0.32	-0.22	-0.54	 0.08	-0.34	 0.01	-0.15	-0.30	-0.07	-0.10	-0.45	-0.47	 0.20	 0.60	-0.25	-0.64	-0.56	-0.04	 0.03	-0.38	 0.43	 0.52
YFL049W	YFL049W             unknown                       unknown; similar to Npl6p                    S0001845	1	-0.25	-0.07	-0.36	-0.36	-0.45	 0.06	-0.17	 0.10	 0.08	-0.20	 0.11	-0.12	 0.03	-0.25	-0.03	 0.16	-0.30	 0.07	 0.38	 0.14	 0.19	-0.09	-0.18	-0.09	 0.15	 0.11	 0.08	 0.42	-0.06	-0.07	-0.22	-0.03	-0.79	-0.09	 0.11	-0.09	 0.19	-0.14	 0.21	-0.30	 0.34	 0.12	 0.03	 0.26	-0.40	-0.36	-0.22	-0.22	-0.32	-0.22	-0.07	-0.18	-0.14	-0.03	-0.14	-0.22	-0.18	-0.14	 0.59	 0.12	-0.07	 0.18	-0.23	-0.01	 0.03	 0.19	 0.71	-0.17	 0.33	 0.74	-0.12	-0.20	-0.06	 0.03	 0.34	 0.38	-0.09	-0.42	 0.39	 0.07
YNL033W	YNL033W             unknown                       unknown                                      S0004978	1	-0.36	-0.20	-0.97	-0.14	-0.86	 0.15	-0.51	-0.47	-0.86	-0.47	-1.25	 0.00	-0.67	-0.25	-0.92	-0.29	-0.20	-0.34	-0.45	 0.03	-0.15	 0.11	 0.42	-0.54	 0.06	-0.74	-0.15	-0.14	-0.51	-0.25	 0.37	 0.36	-0.20	 0.46	 0.16	-0.51	 0.40	-0.40	 0.77	 1.00	-0.32	-0.62	-0.69	 0.37	-0.84	 0.39	-0.36	-0.34	-0.43	-0.43	-0.60	-0.20	-0.12	-0.14	-0.36	-0.43	-0.36	 0.70	 1.05	-0.34	-0.27	 0.04	 0.03	 2.18	 3.72	 2.68	 4.16	-2.74	 1.70	 1.37	 0.65	 0.86	 3.86	-0.20	-0.17	 0.18	 0.15	 0.10	 0.77	 0.91
YGR270W	YGR270W   YTA7      protein degradation           26S proteasome subunit; ATPase               S0003502	1	 0.00	-0.10	 0.25	 0.03	 0.08	-0.25	 0.04	-0.15	-0.07	-0.20	 0.26	-0.03	 0.03	-0.40	 0.25	-0.04	-0.04	-0.29	-0.25	-0.29	-0.32	-0.43	-0.54	-0.84	-0.12	-0.47	-0.49	 0.36	-0.30	-0.32	-0.47	-0.69	-1.15	-0.43	 0.70	-0.74	-0.56	-0.60	 0.34	 0.03	-0.43	-0.22	-0.67	-0.22	-0.40	-0.10	-0.25	-0.18	-0.42	-0.36	-0.23	 0.00	-0.20	-0.60	-0.01	-0.17	-0.36	 0.19	 0.51	-0.15	-0.43	 0.15	-0.06	 0.78	 1.12	 1.01	 0.91	-0.79	 0.07	-0.12	 0.58	 1.29	-0.49	-0.18	-0.14	-0.22	-0.09	-0.10	-0.36	-0.14
YML127W	YML127W             unknown                       unknown                                      S0004596	1	-0.54	-0.43	-0.56	-0.43	-0.25	-0.18	 0.03	-0.51	-0.14	-0.17	-0.20	-0.22	-0.20	-0.36	-0.34	-0.14	-0.40	-0.32	-0.42	-0.58	-0.42	 0.32	 0.16	 0.00	 0.10	-0.30	-0.40	 0.11	-0.30	-0.09	-0.14	-0.01	 0.29	 0.28	 0.84	 0.14	 0.30	-0.12	 0.34	 0.24	-0.32	-0.34	-0.36	-0.51	 0.11	 0.37	 0.01	-0.36	 0.11	 0.04	 0.42	 0.23	 0.20	-0.06	 0.10	 0.30	 0.32	 0.23	 0.19	-0.51	-0.15	 0.57	 0.03	 0.21	 0.30	 1.72	 0.44	-0.40		 1.46	 0.76	 0.82	-0.56	 0.01	 0.14	 0.08	-0.17	-0.27	-0.30	-1.06
YIR018W	YIR018W   YAP5      transcription                 basic leu zipper transcription factor        S0001457	1	-0.20	 1.02	-0.22	-0.22	-0.18	-0.06	 0.03	 0.06	 0.20	-0.15	-0.10	-0.34	-0.07	-0.17	-0.14	 0.14	-0.27	 0.00	-0.42	-0.30	-0.27	-0.20	-0.32	 0.10	 0.08	 0.30	 0.21	-0.04	 0.15	-0.20	 0.03	 0.19	-1.00	-0.15	 0.23	 0.04	 0.06	 0.06	 0.00	 0.34	 0.28	 0.06	 0.18	 0.71	 0.19	 0.18	 0.26	 0.01	-0.09	-0.10	-0.40	-0.22	-0.34	-0.23	-0.45	-0.32	-0.22	 0.16	 0.69	-0.07	-0.14	 0.48	 0.12		-0.67	-0.58	-0.45	 0.63	-0.42	 0.10	 0.32	-0.71	 0.07	-0.34	-0.17	 0.14	-0.29	-0.58	 0.70	 0.39
